Name_1,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,TRBC code,Primary Industry description,green
kojamo oyj,https://permid.org/1-4296619425,Kojamo Oyj,92.00%,Excellent,kojamo,https://permid.org/1-4296619425,Kojamo Oyj,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
leg immobilien ag,https://permid.org/1-5038054895,LEG Immobilien SE,92.00%,Excellent,leg immobilien,https://permid.org/1-5038054895,LEG Immobilien SE,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Germany,Germany,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
sato oyj,https://permid.org/1-4297219925,Sato Oyj,92.00%,Excellent,sato,https://permid.org/1-4295879856,Sato Holdings Corp,92.00%,Excellent,False,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
tlg immobilien ag,https://permid.org/1-5044024092,TLG Immobilien AG,92.00%,Excellent,tlg immobilien,https://permid.org/1-5044024092,TLG Immobilien AG,64.00%,Good,True,Real Estate Operations,Real Estate,Real Estate,Germany,Germany,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
vgp nv,https://permid.org/1-4297884956,VGP NV,92.00%,Excellent,vgp,https://permid.org/1-4297884956,VGP NV,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Belgium,Belgium,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
vonovia finance bv,https://permid.org/1-5040171243,Vonovia Finance BV,92.00%,Excellent,vonovia finance,https://permid.org/1-5040171243,Vonovia Finance BV,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Netherlands,Netherlands,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
vonovia se,https://permid.org/1-5063761614,Vonovia SE,92.00%,Excellent,vonovia,https://permid.org/1-5063761614,Vonovia SE,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Germany,Germany,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
alstria office reit ag,https://permid.org/1-4295870318,alstria office REIT AG,92.00%,Excellent,alstria office reit,https://permid.org/1-4295870318,alstria office REIT AG,92.00%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,Germany,Germany,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
befimmo sa,https://permid.org/1-4295859373,Befimmo SA,92.00%,Excellent,befimmo,https://permid.org/1-4295859373,Befimmo SA,92.00%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,Belgium,Belgium,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
carmila,https://permid.org/1-4297628655,Carmila SA,55.00%,Possible,carmila,https://permid.org/1-4297628655,Carmila SA,55.00%,Possible,True,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
cofinimmo nv,https://permid.org/1-4296918546,Cofinimmo Lease Finance SA,36.00%,Possible,cofinimmo,https://permid.org/1-4295859240,Cofinimmo SA,92.00%,Excellent,False,Residential & Commercial REITs,Real Estate,Real Estate,Belgium,Belgium,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
cofinimmo sanv,https://permid.org/1-4295859240,Cofinimmo SA,92.00%,Excellent,cofinimmo,https://permid.org/1-4295859240,Cofinimmo SA,92.00%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,Belgium,Belgium,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
covivio sa,https://permid.org/1-4295867087,Covivio SA,92.00%,Excellent,covivio,https://permid.org/1-4295867087,Covivio SA,92.00%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
cpi property group sa,https://permid.org/1-5000002458,CPI Property Group SA,92.00%,Excellent,cpi property group,https://permid.org/1-5000002458,CPI Property Group SA,72.00%,Good,True,Residential & Commercial REITs,Real Estate,Real Estate,Luxembourg,Luxembourg,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
gecina,https://permid.org/1-4295867555,Gecina SA,92.00%,Excellent,gecina,https://permid.org/1-4295867555,Gecina SA,92.00%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
inmobiliaria colonial,https://permid.org/1-4295889320,Inmobiliaria Colonial SOCIMI SA,92.00%,Excellent,inmobiliaria colonial,https://permid.org/1-4295889320,Inmobiliaria Colonial SOCIMI SA,92.00%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,Spain,Spain,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
klepierre,https://permid.org/1-4295866923,Klepierre SA,92.00%,Excellent,klepierre,https://permid.org/1-4295866923,Klepierre SA,92.00%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
mercialys,https://permid.org/1-4295868628,Mercialys SA,92.00%,Excellent,mercialy,,,,No Match,False,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
merlin properties socimi sa,https://permid.org/1-5042243092,MERLIN Properties SOCIMI SA,92.00%,Excellent,merlin properties socimi,https://permid.org/1-5042243092,MERLIN Properties SOCIMI SA,80.00%,Good,True,Residential & Commercial REITs,Real Estate,Real Estate,Spain,Spain,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
societe fonciere lyonnaise sa,https://permid.org/1-4295867475,Societe Fonciere Lyonnaise SA,92.00%,Excellent,societe fonciere lyonnaise,https://permid.org/1-4295867475,Societe Fonciere Lyonnaise SA,92.00%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
unibail rodamco se,https://permid.org/1-4295868264,Unibail-Rodamco-Westfield SE,92.00%,Excellent,unibail rodamco,https://permid.org/1-4295868264,Unibail-Rodamco-Westfield SE,92.00%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
wpc eurobond bv,https://permid.org/1-5052169705,WPC Eurobond BV,92.00%,Excellent,wpc eurobond,https://permid.org/1-5052169705,WPC Eurobond BV,92.00%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,Netherlands,Netherlands,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
asml holding nv,https://permid.org/1-4295884869,ASML Holding NV,92.00%,Excellent,asml holding,https://permid.org/1-4295884869,ASML Holding NV,92.00%,Excellent,True,Semiconductors & Semiconductor Equipment,Technology Equipment,Technology,Netherlands,Netherlands,571010.0,"Designers and manufacturers of semiconductors, as well as producers of testing and manufacturing equipment for semiconductor manufacturers.",0
infineon technologies ag,https://permid.org/1-4295870063,Infineon Technologies AG,92.00%,Excellent,infineon technologies,https://permid.org/1-4295870063,Infineon Technologies AG,59.00%,Possible,True,Semiconductors & Semiconductor Equipment,Technology Equipment,Technology,Germany,Germany,571010.0,"Designers and manufacturers of semiconductors, as well as producers of testing and manufacturing equipment for semiconductor manufacturers.",0
amadeus it group sa,https://permid.org/1-5000724903,Amadeus IT Group SA,92.00%,Excellent,amadeus it group,https://permid.org/1-5000724903,Amadeus IT Group SA,92.00%,Excellent,True,Software & IT Services,Software & IT Services,Technology,Spain,Spain,572010.0,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services.",1
atos se,https://permid.org/1-4295867015,Atos SE,92.00%,Excellent,atos,https://permid.org/1-4295867015,Atos SE,92.00%,Excellent,True,Software & IT Services,Software & IT Services,Technology,France,France,572010.0,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services.",1
cap gemini,https://permid.org/1-4297695613,Sogeti SAS,92.00%,Excellent,cap gemini,https://permid.org/1-4297695613,Sogeti SAS,92.00%,Excellent,True,Software & IT Services,Software & IT Services,Technology,France,France,572010.0,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services.",1
dassault systemes,https://permid.org/1-4295867357,Dassault Systemes SE,92.00%,Excellent,dassault systeme,https://permid.org/1-5035936753,Dassault Systemes SolidWorks Corp,92.00%,Excellent,False,Software & IT Services,Software & IT Services,Technology,France,France,572010.0,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services.",1
prosus nv,https://permid.org/1-5001167004,Prosus NV,92.00%,Excellent,prosu,,,,No Match,False,Software & IT Services,Software & IT Services,Technology,Netherlands,Netherlands,572010.0,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services.",1
